name,school,establishment,type,province,office of education
이천중학교,middle,1945,public,경기도,경기도이천교육지원청
군산초등학교,elmentary,1945,public,전라북도,전라북도군산교육지원청
의림초등학교,elmentary,1945,public,충청북도,충청북도제천교육지원청
대상초등학교,elmentary,1945,public,부산광역시,부산광역시북부교육지원청
삼미초등학교,elmentary,1945,public,경기도,경기도화성오산교육지원청
월영초등학교,elmentary,1945,public,경상남도,경상남도창원교육지원청
거창여자중학교,middle,1945,public,경상남도,경상남도거창교육지원청
오비초등학교,elmentary,1945,public,경상남도,경상남도거제교육지원청
한양공업고등학교,high,1945,private,서울특별시,서울특별시중부교육지원청
한성여자고등학교,high,1945,private,서울특별시,서울특별시성북강북교육지원청
덕성여자고등학교,high,1945,private,서울특별시,서울특별시중부교육지원청
조도초등학교거차분교장,elmentary,1944,public,전라남도,전라남도진도교육지원청
명산초등학교,elmentary,1944,public,울산광역시,울산광역시강남교육지원청
조산초등학교,elmentary,1944,public,강원도,강원도속초양양교육지원청
광릉초등학교,elmentary,1944,public,경기도,경기도구리남양주교육지원청
금오초등학교,elmentary,1944,public,충청남도,충청남도예산교육지원청
기성초등학교사동분교장,elmentary,1944,public,경상북도,경상북도울진교육지원청
성암초등학교,elmentary,1944,public,충청북도,충청북도진천교육지원청
산이서초등학교,elmentary,1944,public,전라남도,전라남도해남교육지원청
조현초등학교,elmentary,1944,public,경기도,경기도양평교육지원청
구정초등학교,elmentary,1944,public,충청북도,충청북도진천교육지원청
홍광초등학교,elmentary,1944,public,충청북도,충청북도제천교육지원청
창남초등학교,elmentary,1944,public,경상남도,경상남도거창교육지원청
죽화초등학교,elmentary,1944,public,경기도,경기도안성교육지원청
죽백초등학교,elmentary,1944,public,경기도,경기도평택교육지원청
모동초등학교,elmentary,1944,public,경상북도,경상북도상주교육지원청
상주동부초등학교,elmentary,1944,public,경상북도,경상북도상주교육지원청
축산항초등학교,elmentary,1944,public,경상북도,경상북도영덕교육지원청
달천초등학교매현분교장,elmentary,1944,public,충청북도,충청북도충주교육지원청
문척초등학교,elmentary,1944,public,전라남도,전라남도구례교육지원청
송면초등학교,elmentary,1944,public,충청북도,충청북도괴산증평교육지원청
경남공업고등학교,high,1944,public,부산광역시,부산광역시남부교육지원청
의성남부초등학교,elmentary,1944,public,경상북도,경상북도의성교육지원청
고매초등학교,elmentary,1944,public,경상북도,경상북도군위교육지원청
도덕초등학교,elmentary,1944,public,전라남도,전라남도고흥교육지원청
율전초등학교,elmentary,1944,public,강원도,강원도홍천교육지원청
진해고등학교,high,1944,public,경상남도,경상남도창원교육지원청
장명초등학교,elmentary,1944,public,경기도,경기도화성오산교육지원청
대구용계초등학교,elmentary,1944,public,대구광역시,대구광역시달성교육지원청
비금동초등학교,elmentary,1944,public,전라남도,전라남도신안교육지원청
대감초등학교,elmentary,1944,public,경상남도,경상남도김해교육지원청
대구반송초등학교,elmentary,1944,public,대구광역시,대구광역시달성교육지원청
곡수초등학교,elmentary,1944,public,경기도,경기도양평교육지원청
노량초등학교,elmentary,1944,public,경상남도,경상남도하동교육지원청
득량남초등학교,elmentary,1944,public,전라남도,전라남도보성교육지원청
묘량중앙초등학교,elmentary,1944,public,전라남도,전라남도영광교육지원청
서울공덕초등학교,elmentary,1944,public,서울특별시,서울특별시서부교육지원청
궁평초등학교,elmentary,1944,public,경기도,경기도연천교육지원청
서울면목초등학교,elmentary,1944,public,서울특별시,서울특별시동부교육지원청
낙산초등학교,elmentary,1944,public,경상북도,경상북도칠곡교육지원청
금광초등학교,elmentary,1944,public,강원도,강원도강릉교육지원청
명신초등학교,elmentary,1944,public,인천광역시,인천광역시강화교육지원청
미원초등학교장락분교장,elmentary,1944,public,경기도,경기도가평교육지원청
서울동명초등학교,elmentary,1944,public,서울특별시,서울특별시성동광진교육지원청
오안초등학교,elmentary,1944,public,강원도,강원도홍천교육지원청
예래초등학교,elmentary,1944,public,제주특별자치도,제주특별자치도서귀포시교육지원청
서울천호초등학교,elmentary,1944,public,서울특별시,서울특별시강동송파교육지원청
대야초등학교광산분교장,elmentary,1944,public,전라북도,전라북도군산교육지원청
신시도초등학교,elmentary,1944,public,전라북도,전라북도군산교육지원청
광활초등학교,elmentary,1944,public,전라북도,전라북도김제교육지원청
정일초등학교,elmentary,1944,public,전라북도,전라북도정읍교육지원청
철성초등학교,elmentary,1944,public,경상남도,경상남도고성교육지원청
전주상업정보고등학교,high,1944,public,전라북도,전라북도전주교육지원청
충북생명산업고등학교,high,1944,public,충청북도,충청북도보은교육지원청
전주중앙중학교,middle,1944,public,전라북도,전라북도전주교육지원청
대천고등학교,high,1944,public,충청남도,충청남도보령교육지원청
화율초등학교,elmentary,1944,public,전라북도,전라북도김제교육지원청
수월초등학교,elmentary,1944,public,경상남도,경상남도거제교육지원청
곤명초등학교,elmentary,1944,public,경상남도,경상남도사천교육지원청
서울돈암초등학교,elmentary,1944,public,서울특별시,서울특별시성북강북교육지원청
덕장초등학교,elmentary,1944,public,경기도,경기도군포의왕교육지원청
능원초등학교,elmentary,1944,public,경기도,경기도용인교육지원청
상북초등학교소호분교장,elmentary,1944,public,울산광역시,울산광역시강남교육지원청
표교초등학교,elmentary,1944,public,경기도,경기도이천교육지원청
문암초등학교,elmentary,1944,public,경상남도,경상남도함안교육지원청
옥천여자중학교,middle,1944,public,충청북도,충청북도옥천교육지원청
삼천포초등학교신수도분교장,elmentary,1944,public,경상남도,경상남도사천교육지원청
성동공업고등학교,high,1944,public,서울특별시,서울특별시중부교육지원청
풍문고등학교,high,1944,private,서울특별시,서울특별시강남서초교육지원청
대구숙천초등학교,elmentary,1943,public,대구광역시,대구광역시동부교육지원청
봉서초등학교,elmentary,1943,public,전라북도,전라북도완주교육지원청
안성여자중학교,middle,1943,public,경기도,경기도안성교육지원청
한국교원대학교부설월곡초등학교,elmentary,1943,national,충청북도,충청북도청주교육지원청
덕계초등학교,elmentary,1943,public,경상남도,경상남도양산교육지원청
안성여자고등학교,high,1943,public,경기도,경기도안성교육지원청
월송초등학교,elmentary,1943,public,경상북도,경상북도울진교육지원청
팽성초등학교,elmentary,1943,public,경기도,경기도평택교육지원청
상주남부초등학교,elmentary,1943,public,경상북도,경상북도상주교육지원청
안산화정초등학교,elmentary,1943,public,경기도,경기도안산교육지원청
기북초등학교,elmentary,1943,public,경상북도,경상북도포항교육지원청
모량초등학교,elmentary,1943,public,경상북도,경상북도경주교육지원청
도곡중앙초등학교,elmentary,1943,public,전라남도,전라남도화순교육지원청
갈육초등학교,elmentary,1943,public,경상남도,경상남도하동교육지원청
넙도초등학교,elmentary,1943,public,전라남도,전라남도완도교육지원청
영주제일고등학교,high,1943,public,경상북도,경상북도영주교육지원청
영지초등학교,elmentary,1943,public,경상북도,경상북도경주교육지원청
능산초등학교,elmentary,1943,public,충청북도,충청북도음성교육지원청
포항중학교,middle,1943,public,경상북도,경상북도포항교육지원청
현경북초등학교,elmentary,1943,public,전라남도,전라남도무안교육지원청
괴목초등학교,elmentary,1943,public,전라북도,전라북도무주교육지원청
의정부중학교,middle,1943,public,경기도,경기도의정부교육지원청
경주여자중학교,middle,1943,public,경상북도,경상북도경주교육지원청
낙서초등학교,elmentary,1943,public,경상북도,경상북도상주교육지원청
옥계초등학교,elmentary,1943,public,경상북도,경상북도구미교육지원청
의정부공업고등학교,high,1943,public,경기도,경기도의정부교육지원청
군내북초등학교,elmentary,1943,public,전라남도,전라남도진도교육지원청
옥천초등학교,elmentary,1943,public,강원도,강원도강릉교육지원청
서울청파초등학교,elmentary,1943,public,서울특별시,서울특별시중부교육지원청
오선초등학교,elmentary,1943,public,충청북도,충청북도음성교육지원청
소라초등학교소라남분교장,elmentary,1943,public,전라남도,전라남도여수교육지원청
원평초등학교,elmentary,1943,public,경상남도,경상남도통영교육지원청
서호초등학교,elmentary,1943,public,제주특별자치도,제주특별자치도서귀포시교육지원청
박곡초등학교,elmentary,1943,public,경상북도,경상북도고령교육지원청
태인초등학교,elmentary,1943,public,전라남도,전라남도광양교육지원청
한송초등학교,elmentary,1943,public,충청북도,충청북도제천교육지원청
서울오류초등학교,elmentary,1943,public,서울특별시,서울특별시남부교육지원청
어도초등학교,elmentary,1943,public,제주특별자치도,제주특별자치도제주시교육지원청
점촌북초등학교,elmentary,1943,public,경상북도,경상북도문경교육지원청
남성현초등학교,elmentary,1943,public,경상북도,경상북도청도교육지원청
서산중앙고등학교,high,1943,public,충청남도,충청남도서산교육지원청
정읍여자중학교,middle,1943,public,전라북도,전라북도정읍교육지원청
금대초등학교,elmentary,1943,public,강원도,강원도원주교육지원청
대구금포초등학교,elmentary,1943,public,대구광역시,대구광역시달성교육지원청
비상초등학교,elmentary,1943,public,충청북도,충청북도청주교육지원청
광령초등학교,elmentary,1943,public,제주특별자치도,제주특별자치도제주시교육지원청
안미초등학교,elmentary,1943,public,강원도,강원도평창교육지원청
성대초등학교,elmentary,1943,public,충청남도,충청남도금산교육지원청
제천제일고등학교,high,1943,public,충청북도,충청북도제천교육지원청
화명초등학교,elmentary,1943,public,부산광역시,부산광역시북부교육지원청
화태초등학교,elmentary,1943,public,전라남도,전라남도여수교육지원청
정읍여자고등학교,high,1943,public,전라북도,전라북도정읍교육지원청
제주동초등학교,elmentary,1943,public,제주특별자치도,제주특별자치도제주시교육지원청
왜관중앙초등학교,elmentary,1943,public,경상북도,경상북도칠곡교육지원청
안동송현초등학교,elmentary,1943,public,경상북도,경상북도안동교육지원청
북촌초등학교,elmentary,1943,public,제주특별자치도,제주특별자치도제주시교육지원청
백수서초등학교,elmentary,1943,public,전라남도,전라남도영광교육지원청
해명초등학교,elmentary,1943,public,인천광역시,인천광역시강화교육지원청
외연도초등학교,elmentary,1943,public,충청남도,충청남도보령교육지원청
별방초등학교,elmentary,1943,public,충청북도,충청북도단양교육지원청
통영여자고등학교,high,1943,public,경상남도,경상남도통영교육지원청
부석초등학교간월도분교장,elmentary,1943,public,충청남도,충청남도서산교육지원청
칠서초등학교이룡분교장,elmentary,1943,public,경상남도,경상남도함안교육지원청
대구인지초등학교,elmentary,1943,public,대구광역시,대구광역시서부교육지원청
좌천초등학교,elmentary,1943,public,부산광역시,부산광역시해운대교육지원청
회원초등학교,elmentary,1943,public,경상남도,경상남도창원교육지원청
방일초등학교,elmentary,1943,public,경기도,경기도가평교육지원청
대구본리초등학교,elmentary,1943,public,대구광역시,대구광역시남부교육지원청
칠암초등학교,elmentary,1943,public,부산광역시,부산광역시해운대교육지원청
서울이태원초등학교,elmentary,1943,public,서울특별시,서울특별시중부교육지원청
진천삼수초등학교,elmentary,1943,public,충청북도,충청북도진천교육지원청
순천중앙초등학교,elmentary,1943,public,전라남도,전라남도순천교육지원청
광양마로초등학교,elmentary,1943,public,전라남도,전라남도광양교육지원청
통영여자중학교,middle,1943,public,경상남도,경상남도통영교육지원청
함백초등학교,elmentary,1943,public,강원도,강원도정선교육지원청
광주남초등학교,elmentary,1943,public,광주광역시,광주광역시동부교육지원청
광주학강초등학교,elmentary,1943,public,광주광역시,광주광역시서부교육지원청
사포초등학교,elmentary,1943,public,경상남도,경상남도밀양교육지원청
예천동부초등학교,elmentary,1943,public,경상북도,경상북도예천교육지원청
칠서초등학교이령분교장,elmentary,1943,public,경상남도,경상남도함안교육지원청
대전중앙초등학교,elmentary,1943,public,대전광역시,대전광역시동부교육지원청
외포초등학교,elmentary,1943,public,경상남도,경상남도거제교육지원청
샘고을중학교,middle,1943,public,전라북도,전라북도정읍교육지원청
영춘초등학교별방분교장,elmentary,1943,public,충청북도,충청북도단양교육지원청
여안초등학교,elmentary,1942,public,전라남도,전라남도여수교육지원청
문산제일고등학교,high,1942,public,경기도,경기도파주교육지원청
안동여자고등학교,high,1942,public,경상북도,경상북도안동교육지원청
금성초등학교,elmentary,1942,public,대전광역시,대전광역시서부교육지원청
서울전농초등학교,elmentary,1942,public,서울특별시,서울특별시동부교육지원청
경남고등학교,high,1942,public,부산광역시,부산광역시서부교육지원청
속사초등학교,elmentary,1942,public,강원도,강원도평창교육지원청
동삼초등학교,elmentary,1942,public,부산광역시,부산광역시서부교육지원청
마정초등학교,elmentary,1942,public,경기도,경기도파주교육지원청
충주여자중학교,middle,1942,public,충청북도,충청북도충주교육지원청
제천여자중학교,middle,1942,public,충청북도,충청북도제천교육지원청
김천생명과학고등학교,high,1942,public,경상북도,경상북도김천교육지원청
낙동동부초등학교,elmentary,1942,public,경상북도,경상북도상주교육지원청
경남중학교,middle,1942,public,부산광역시,부산광역시서부교육지원청
문충초등학교,elmentary,1942,public,경상북도,경상북도포항교육지원청
낙성초등학교,elmentary,1942,public,전라남도,전라남도보성교육지원청
각리초등학교,elmentary,1942,public,충청북도,충청북도청주교육지원청
제천여자고등학교,high,1942,public,충청북도,충청북도제천교육지원청
통영중학교,middle,1942,public,경상남도,경상남도통영교육지원청
화흥초등학교,elmentary,1942,public,전라남도,전라남도완도교육지원청
통영고등학교,high,1942,public,경상남도,경상남도통영교육지원청
남원왕치초등학교,elmentary,1942,public,전라북도,전라북도남원교육지원청
감포초등학교,elmentary,1942,public,경상북도,경상북도경주교육지원청
계화초등학교,elmentary,1942,public,전라북도,전라북도부안교육지원청
상암초등학교,elmentary,1942,public,전라남도,전라남도여수교육지원청
약산초등학교,elmentary,1942,public,전라남도,전라남도완도교육지원청
한림초등학교,elmentary,1942,public,경상남도,경상남도김해교육지원청
지천초등학교,elmentary,1942,public,경상북도,경상북도칠곡교육지원청
광산초등학교,elmentary,1942,public,강원도,강원도고성교육지원청
충주여자고등학교,high,1942,public,충청북도,충청북도충주교육지원청
주영초등학교,elmentary,1942,public,강원도,강원도강릉교육지원청
안동여자중학교,middle,1942,public,경상북도,경상북도안동교육지원청
서울성북초등학교,elmentary,1942,public,서울특별시,서울특별시성북강북교육지원청
여수중앙초등학교,elmentary,1942,public,전라남도,전라남도여수교육지원청
춘당초등학교,elmentary,1942,public,강원도,강원도횡성교육지원청
산내남명초등학교,elmentary,1942,public,경상남도,경상남도밀양교육지원청
목포중앙초등학교,elmentary,1942,public,전라남도,전라남도목포교육지원청
공현진초등학교,elmentary,1942,public,강원도,강원도고성교육지원청
창림초등학교,elmentary,1942,public,강원도,강원도횡성교육지원청
동구여자중학교,middle,1942,private,서울특별시,서울특별시성북강북교육지원청
논산반월초등학교,elmentary,1942,public,충청남도,충청남도논산계룡교육지원청
대구서촌초등학교,elmentary,1942,public,대구광역시,대구광역시동부교육지원청
상평초등학교현서분교장,elmentary,1942,public,강원도,강원도속초양양교육지원청
순창제일고등학교,high,1942,public,전라북도,전라북도순창교육지원청
화개초등학교왕성분교장,elmentary,1942,public,경상남도,경상남도하동교육지원청
천부초등학교현포분교장,elmentary,1942,public,경상북도,경상북도울릉교육지원청
동구마케팅고등학교,high,1942,private,서울특별시,서울특별시성북강북교육지원청
남선초등학교,elmentary,1941,public,대전광역시,대전광역시서부교육지원청
신리초등학교,elmentary,1941,public,강원도,강원도평창교육지원청
모산초등학교,elmentary,1941,public,강원도,강원도강릉교육지원청
철암초등학교,elmentary,1941,public,강원도,강원도태백교육지원청
마차초등학교,elmentary,1941,public,강원도,강원도영월교육지원청
남성여자고등학교,high,1941,private,부산광역시,부산광역시서부교육지원청
동해중앙초등학교,elmentary,1941,public,강원도,강원도동해교육지원청
성황초등학교,elmentary,1941,public,전라남도,전라남도광양교육지원청
신호초등학교,elmentary,1941,public,부산광역시,부산광역시북부교육지원청
문의초등학교도원분교장,elmentary,1941,public,충청북도,충청북도청주교육지원청
금암초등학교,elmentary,1941,public,전라북도,전라북도군산교육지원청
예산여자고등학교,high,1941,public,충청남도,충청남도예산교육지원청
금주초등학교,elmentary,1941,public,경기도,경기도포천교육지원청
옥룡북초등학교,elmentary,1941,public,전라남도,전라남도광양교육지원청
인천논현초등학교,elmentary,1941,public,인천광역시,인천광역시동부교육지원청
손불서초등학교,elmentary,1941,public,전라남도,전라남도함평교육지원청
삼향북초등학교,elmentary,1941,public,전라남도,전라남도무안교육지원청
노화초등학교,elmentary,1941,public,전라남도,전라남도완도교육지원청
묵계초등학교,elmentary,1941,public,경상남도,경상남도하동교육지원청
사북초등학교,elmentary,1941,public,강원도,강원도정선교육지원청
아화초등학교,elmentary,1941,public,경상북도,경상북도경주교육지원청
쌍봉초등학교,elmentary,1941,public,충청북도,충청북도음성교육지원청
포항남부초등학교,elmentary,1941,public,경상북도,경상북도포항교육지원청
녹동초등학교,elmentary,1941,public,전라남도,전라남도고흥교육지원청
오성초등학교,elmentary,1941,public,경기도,경기도평택교육지원청
동내초등학교,elmentary,1941,public,강원도,강원도춘천교육지원청
난산초등학교,elmentary,1941,public,전라북도,전라북도김제교육지원청
차황초등학교,elmentary,1941,public,경상남도,경상남도산청교육지원청
갈원초등학교,elmentary,1941,public,충청북도,충청북도청주교육지원청
문태중학교,middle,1941,private,전라남도,전라남도목포교육지원청
소라초등학교여자분교장,elmentary,1941,public,전라남도,전라남도여수교육지원청
귀산초등학교,elmentary,1941,public,충청남도,충청남도공주교육지원청
정라초등학교,elmentary,1941,public,강원도,강원도삼척교육지원청
행안초등학교,elmentary,1941,public,전라북도,전라북도부안교육지원청
창촌초등학교,elmentary,1941,public,전라남도,전라남도순천교육지원청
홍성고등학교,high,1941,public,충청남도,충청남도홍성교육지원청
망상초등학교,elmentary,1941,public,강원도,강원도동해교육지원청
면온초등학교,elmentary,1941,public,강원도,강원도평창교육지원청
김제여자고등학교,high,1941,public,전라북도,전라북도김제교육지원청
영서고등학교,high,1941,public,강원도,강원도원주교육지원청
군산상업고등학교,high,1941,public,전라북도,전라북도군산교육지원청
서울북성초등학교,elmentary,1941,public,서울특별시,서울특별시서부교육지원청
삼생초등학교,elmentary,1941,public,강원도,강원도홍천교육지원청
예산여자중학교,middle,1941,public,충청남도,충청남도예산교육지원청
송곡초등학교,elmentary,1941,public,경기도,경기도이천교육지원청
칠천초등학교,elmentary,1941,public,경상남도,경상남도거제교육지원청
김제여자중학교,middle,1941,public,전라북도,전라북도김제교육지원청
천의초등학교,elmentary,1941,public,충청남도,충청남도당진교육지원청
이리동산초등학교,elmentary,1941,public,전라북도,전라북도익산교육지원청
전주제일고등학교,high,1941,public,전라북도,전라북도전주교육지원청
도성초등학교,elmentary,1941,public,강원도,강원도평창교육지원청
산양초등학교풍화분교장,elmentary,1941,public,경상남도,경상남도통영교육지원청
청해초등학교,elmentary,1941,public,전라남도,전라남도완도교육지원청
오천초등학교삽시분교장,elmentary,1941,public,충청남도,충청남도보령교육지원청
이황초등학교,elmentary,1941,public,경기도,경기도이천교육지원청
청주교육대학교부설초등학교,elmentary,1941,national,충청북도,충청북도청주교육지원청
창덕여자고등학교,high,1941,public,서울특별시,서울특별시강동송파교육지원청
한들중학교,middle,1941,public,전라북도,전라북도김제교육지원청
도마초등학교,elmentary,1940,public,경상남도,경상남도남해교육지원청
인천부평동초등학교,elmentary,1940,public,인천광역시,인천광역시북부교육지원청
덕산초등학교,elmentary,1940,public,경상남도,경상남도창원교육지원청
홍성중학교,middle,1940,public,충청남도,충청남도홍성교육지원청
용원초등학교,elmentary,1940,public,경상남도,경상남도창원교육지원청
충주고등학교,high,1940,public,충청북도,충청북도충주교육지원청
월랑초등학교,elmentary,1940,public,충청남도,충청남도아산교육지원청
순천여자중학교,middle,1940,public,전라남도,전라남도순천교육지원청
순천여자고등학교,high,1940,public,전라남도,전라남도순천교육지원청
무릉초등학교,elmentary,1940,public,제주특별자치도,제주특별자치도서귀포시교육지원청
순천북초등학교,elmentary,1940,public,전라남도,전라남도순천교육지원청
반동초등학교,elmentary,1940,public,경상남도,경상남도창원교육지원청
신전초등학교,elmentary,1940,public,전라남도,전라남도강진교육지원청
미곡초등학교,elmentary,1940,public,경기도,경기도안성교육지원청
구성초등학교,elmentary,1940,public,경상북도,경상북도김천교육지원청
죽천초등학교,elmentary,1940,public,경상북도,경상북도포항교육지원청
봉의초등학교,elmentary,1940,public,강원도,강원도춘천교육지원청
덕과초등학교,elmentary,1940,public,전라북도,전라북도남원교육지원청
광평초등학교,elmentary,1940,public,경상북도,경상북도구미교육지원청
설악초등학교,elmentary,1940,public,강원도,강원도속초양양교육지원청
나진초등학교,elmentary,1940,public,전라남도,전라남도여수교육지원청
충주중학교,middle,1940,public,충청북도,충청북도충주교육지원청
지촌초등학교지암분교장,elmentary,1940,public,강원도,강원도춘천교육지원청
영주동부초등학교,elmentary,1940,public,경상북도,경상북도영주교육지원청
초전초등학교봉소분교장,elmentary,1940,public,경상북도,경상북도성주교육지원청
용방초등학교,elmentary,1940,public,전라남도,전라남도구례교육지원청
심창초등학교,elmentary,1940,public,전라북도,전라북도김제교육지원청
이리공업고등학교,high,1940,public,전라북도,전라북도익산교육지원청
중리초등학교,elmentary,1940,public,경상남도,경상남도창원교육지원청
미동초등학교,elmentary,1940,public,강원도,강원도태백교육지원청
도순초등학교,elmentary,1940,public,제주특별자치도,제주특별자치도서귀포시교육지원청
하서초등학교,elmentary,1940,public,전라북도,전라북도부안교육지원청
강경산양초등학교,elmentary,1940,public,충청남도,충청남도논산계룡교육지원청
인흥초등학교,elmentary,1940,public,강원도,강원도고성교육지원청
연도초등학교,elmentary,1940,public,전라남도,전라남도여수교육지원청
이리동중학교,middle,1940,public,전라북도,전라북도익산교육지원청
조치원명동초등학교,elmentary,1940,public,세종특별자치시,세종특별자치시교육청
귀덕초등학교,elmentary,1940,public,제주특별자치도,제주특별자치도제주시교육지원청
강릉여자고등학교,high,1940,public,강원도,강원도강릉교육지원청
동호초등학교,elmentary,1940,public,전라북도,전라북도고창교육지원청
박문중학교,middle,1940,private,인천광역시,인천광역시동부교육지원청
서울창천초등학교,elmentary,1940,public,서울특별시,서울특별시서부교육지원청
정동초등학교,elmentary,1940,public,강원도,강원도강릉교육지원청
동래여자고등학교,high,1940,private,부산광역시,부산광역시동래교육지원청
흥양초등학교,elmentary,1940,public,강원도,강원도원주교육지원청
진도서초등학교가사도분교장,elmentary,1940,public,전라남도,전라남도진도교육지원청
대구동곡초등학교,elmentary,1940,public,대구광역시,대구광역시달성교육지원청
중앙여자중학교,middle,1940,private,서울특별시,서울특별시서부교육지원청
공주금학초등학교,elmentary,1940,public,충청남도,충청남도공주교육지원청
대구명덕초등학교,elmentary,1940,public,대구광역시,대구광역시동부교육지원청
장항공업고등학교,high,1940,public,충청남도,충청남도서천교육지원청
황남초등학교,elmentary,1940,public,경상북도,경상북도경주교육지원청
하귀초등학교,elmentary,1940,public,제주특별자치도,제주특별자치도제주시교육지원청
경동고등학교,high,1940,public,서울특별시,서울특별시성북강북교육지원청
중앙여자고등학교,high,1940,private,서울특별시,서울특별시서부교육지원청
무학여자고등학교,high,1940,public,서울특별시,서울특별시성동광진교육지원청
안성중학교,middle,1939,public,경기도,경기도안성교육지원청
능인중학교,middle,1939,private,대구광역시,대구광역시동부교육지원청
능인고등학교,high,1939,private,대구광역시,대구광역시동부교육지원청
동항초등학교,elmentary,1939,public,부산광역시,부산광역시남부교육지원청
조안초등학교,elmentary,1939,public,경기도,경기도구리남양주교육지원청
후포초등학교,elmentary,1939,public,경상북도,경상북도울진교육지원청
증약초등학교,elmentary,1939,public,충청북도,충청북도옥천교육지원청
행정초등학교,elmentary,1939,public,충청북도,충청북도청주교육지원청
대보초등학교,elmentary,1939,public,경상북도,경상북도포항교육지원청
속초초등학교월운분교장,elmentary,1939,public,강원도,강원도홍천교육지원청
심천초등학교,elmentary,1939,public,충청북도,충청북도영동교육지원청
현동초등학교,elmentary,1939,public,경상남도,경상남도창원교육지원청
음성중학교,middle,1939,public,충청북도,충청북도음성교육지원청
인천학익초등학교,elmentary,1939,public,인천광역시,인천광역시남부교육지원청
포항여자고등학교,high,1939,public,경상북도,경상북도포항교육지원청
학림초등학교,elmentary,1939,public,경상북도,경상북도칠곡교육지원청
양산중학교,middle,1939,public,경상남도,경상남도양산교육지원청
성주초등학교,elmentary,1939,public,경상남도,경상남도창원교육지원청
압해동초등학교,elmentary,1939,public,전라남도,전라남도신안교육지원청
대구동도초등학교,elmentary,1939,public,대구광역시,대구광역시동부교육지원청
탑동초등학교,elmentary,1939,public,경기도,경기도동두천양주교육지원청
본오초등학교,elmentary,1939,public,경기도,경기도안산교육지원청
현산남초등학교,elmentary,1939,public,전라남도,전라남도해남교육지원청
신창초등학교,elmentary,1939,public,제주특별자치도,제주특별자치도제주시교육지원청
영전초등학교,elmentary,1939,public,경상남도,경상남도합천교육지원청
안흥초등학교,elmentary,1939,public,충청남도,충청남도태안교육지원청
포항여자중학교,middle,1939,public,경상북도,경상북도포항교육지원청
대구칠성초등학교,elmentary,1939,public,대구광역시,대구광역시서부교육지원청
온천초등학교,elmentary,1939,public,경상남도,경상남도창원교육지원청
삼향동초등학교,elmentary,1939,public,전라남도,전라남도무안교육지원청
외도초등학교,elmentary,1939,public,제주특별자치도,제주특별자치도제주시교육지원청
녹동초등학교시산분교장,elmentary,1939,public,전라남도,전라남도고흥교육지원청
신례원초등학교,elmentary,1939,public,충청남도,충청남도예산교육지원청
구래초등학교,elmentary,1939,public,강원도,강원도영월교육지원청
창오초등학교,elmentary,1939,public,전라북도,전라북도군산교육지원청
춘천교육대학교부설초등학교,elmentary,1939,national,강원도,강원도춘천교육지원청
초처초등학교,elmentary,1939,public,전라북도,전라북도김제교육지원청
동신초등학교,elmentary,1939,public,부산광역시,부산광역시서부교육지원청
구엄초등학교,elmentary,1939,public,제주특별자치도,제주특별자치도제주시교육지원청
송광초등학교,elmentary,1939,public,전라남도,전라남도순천교육지원청
삼양초등학교,elmentary,1939,public,제주특별자치도,제주특별자치도제주시교육지원청
미룡초등학교,elmentary,1939,public,전라북도,전라북도군산교육지원청
하당초등학교,elmentary,1939,public,충청북도,충청북도음성교육지원청
화계초등학교대룡분교장,elmentary,1939,public,강원도,강원도홍천교육지원청
어곡초등학교,elmentary,1939,public,경상남도,경상남도양산교육지원청
양산고등학교,high,1939,public,경상남도,경상남도양산교육지원청
옥봉초등학교,elmentary,1939,public,전라북도,전라북도군산교육지원청
여수동초등학교,elmentary,1939,public,전라남도,전라남도여수교육지원청
위미초등학교,elmentary,1939,public,제주특별자치도,제주특별자치도서귀포시교육지원청
인천서림초등학교,elmentary,1939,public,인천광역시,인천광역시남부교육지원청
오산남초등학교,elmentary,1939,public,전라북도,전라북도익산교육지원청
종정초등학교,elmentary,1939,public,전라북도,전라북도김제교육지원청
남항초등학교,elmentary,1939,public,부산광역시,부산광역시서부교육지원청
점봉초등학교,elmentary,1939,public,경기도,경기도여주교육지원청
보산원초등학교,elmentary,1939,public,충청남도,충청남도천안교육지원청
유원초등학교,elmentary,1939,public,경상남도,경상남도함안교육지원청
장호초등학교,elmentary,1939,public,강원도,강원도삼척교육지원청
외암초등학교,elmentary,1939,public,경상남도,경상남도함안교육지원청
동명초등학교,elmentary,1938,public,강원도,강원도강릉교육지원청
광주대성초등학교,elmentary,1938,public,광주광역시,광주광역시서부교육지원청
고양고등학교,high,1938,public,경기도,경기도고양교육지원청
대구삼덕초등학교,elmentary,1938,public,대구광역시,대구광역시동부교육지원청
여수여자고등학교,high,1938,public,전라남도,전라남도여수교육지원청
장흥남초등학교,elmentary,1938,public,전라남도,전라남도장흥교육지원청
산포초등학교,elmentary,1938,public,전라남도,전라남도나주교육지원청
현경초등학교,elmentary,1938,public,전라남도,전라남도무안교육지원청
대구서재초등학교,elmentary,1938,public,대구광역시,대구광역시달성교육지원청
아천초등학교능치분교장,elmentary,1938,public,경상북도,경상북도김천교육지원청
죽장초등학교상옥분교장,elmentary,1938,public,경상북도,경상북도포항교육지원청
경주고등학교,high,1938,private,경상북도,경상북도경주교육지원청
경주중학교,middle,1938,private,경상북도,경상북도경주교육지원청
세화초등학교,elmentary,1938,public,제주특별자치도,제주특별자치도제주시교육지원청
